TITLE = PROPERTIES
VARIABLES=X,Y,Z,U,V,W,PRES,DEN,TEM,MACH,QUAL H2O       AIR       
ZONE I=   11 J=    8 K=    8 F=BLOCK
   0.120943E-01   0.000000E+00   0.144627E-02   0.286484E-02   0.422952E-02
   0.551695E-02   0.670792E-02   0.778900E-02   0.875466E-02   0.961012E-02
   0.103750E-01   0.110864E-01   0.000000E+00   0.125842E-02   0.249510E-02
   0.369007E-02   0.482613E-02   0.588980E-02   0.687242E-02   0.777168E-02
   0.859343E-02   0.935351E-02   0.100786E-01   0.000000E+00   0.109231E-02
   0.216708E-02   0.320953E-02   0.420772E-02   0.515272E-02   0.603919E-02
   0.686621E-02   0.763842E-02   0.836706E-02   0.907071E-02   0.000000E+00
   0.943730E-03   0.187137E-02   0.277324E-02   0.364248E-02   0.447418E-02
   0.526541E-02   0.601556E-02   0.672696E-02   0.740562E-02   0.806286E-02
   0.000000E+00   0.811250E-03   0.160144E-02   0.236959E-02   0.311479E-02
   0.383612E-02   0.453269E-02   0.520367E-02   0.584823E-02   0.646559E-02
   0.705500E-02   0.000000E+00   0.220729E-02   0.436023E-02   0.640581E-02
   0.829365E-02   0.997728E-02   0.114152E-01   0.125721E-01   0.134194E-01
   0.139363E-01   0.141100E-01   0.000000E+00   0.191252E-02   0.378098E-02
   0.556270E-02   0.721779E-02   0.871057E-02   0.100113E-01   0.110983E-01
   0.119619E-01   0.126125E-01   0.131021E-01   0.000000E+00   0.166181E-02
   0.328847E-02   0.484623E-02   0.630422E-02   0.763593E-02   0.882101E-02
   0.984784E-02   0.107174E-01   0.114498E-01   0.120943E-01   0.000000E+00
   0.144627E-02   0.286484E-02   0.422952E-02   0.551695E-02   0.670792E-02
   0.778900E-02   0.875466E-02   0.961012E-02   0.103750E-01   0.110864E-01
   0.000000E+00   0.125842E-02   0.249510E-02   0.369007E-02   0.482613E-02
   0.588980E-02   0.687242E-02   0.777168E-02   0.859343E-02   0.935351E-02
   0.100786E-01   0.000000E+00   0.109231E-02   0.216708E-02   0.320953E-02
   0.420772E-02   0.515272E-02   0.603919E-02   0.686621E-02   0.763842E-02
   0.836706E-02   0.907071E-02   0.000000E+00   0.943730E-03   0.187137E-02
   0.277324E-02   0.364248E-02   0.447418E-02   0.526541E-02   0.601556E-02
   0.672696E-02   0.740562E-02   0.806286E-02   0.000000E+00   0.811250E-03
   0.160144E-02   0.236959E-02   0.311479E-02   0.383612E-02   0.453269E-02
   0.520367E-02   0.584823E-02   0.646559E-02   0.705500E-02   0.000000E+00
   0.220729E-02   0.436023E-02   0.640581E-02   0.829365E-02   0.997728E-02
   0.114152E-01   0.125721E-01   0.134194E-01   0.139363E-01   0.141100E-01
   0.000000E+00   0.191252E-02   0.378098E-02   0.556270E-02   0.721779E-02
   0.871057E-02   0.100113E-01   0.110983E-01   0.119619E-01   0.126125E-01
   0.131021E-01   0.000000E+00   0.166181E-02   0.328847E-02   0.484623E-02
   0.630422E-02   0.763593E-02   0.882101E-02   0.984784E-02   0.107174E-01
   0.114498E-01   0.120943E-01   0.000000E+00   0.144627E-02   0.286484E-02
   0.422952E-02   0.551695E-02   0.670792E-02   0.778900E-02   0.875466E-02
   0.961012E-02   0.103750E-01   0.110864E-01   0.000000E+00   0.125842E-02
   0.249510E-02   0.369007E-02   0.482613E-02   0.588980E-02   0.687242E-02
   0.777168E-02   0.859343E-02   0.935351E-02   0.100786E-01   0.000000E+00
   0.109231E-02   0.216708E-02   0.320953E-02   0.420772E-02   0.515272E-02
   0.603919E-02   0.686621E-02   0.763842E-02   0.836706E-02   0.907071E-02
   0.000000E+00   0.943730E-03   0.187137E-02   0.277324E-02   0.364248E-02
   0.447418E-02   0.526541E-02   0.601556E-02   0.672696E-02   0.740562E-02
   0.806286E-02   0.000000E+00   0.811250E-03   0.160144E-02   0.236959E-02
   0.311479E-02   0.383612E-02   0.453269E-02   0.520367E-02   0.584823E-02
   0.646559E-02   0.705500E-02   0.000000E+00   0.220729E-02   0.436023E-02
   0.640581E-02   0.829365E-02   0.997728E-02   0.114152E-01   0.125721E-01
   0.134194E-01   0.139363E-01   0.141100E-01   0.000000E+00   0.191252E-02
   0.378098E-02   0.556270E-02   0.721779E-02   0.871057E-02   0.100113E-01
   0.110983E-01   0.119619E-01   0.126125E-01   0.131021E-01   0.000000E+00
   0.166181E-02   0.328847E-02   0.484623E-02   0.630422E-02   0.763593E-02
   0.882101E-02   0.984784E-02   0.107174E-01   0.114498E-01   0.120943E-01
   0.000000E+00   0.144627E-02   0.286484E-02   0.422952E-02   0.551695E-02
   0.670792E-02   0.778900E-02   0.875466E-02   0.961012E-02   0.103750E-01
   0.110864E-01   0.000000E+00   0.125842E-02   0.249510E-02   0.369007E-02
   0.482613E-02   0.588980E-02   0.687242E-02   0.777168E-02   0.859343E-02
   0.935351E-02   0.100786E-01   0.000000E+00   0.109231E-02   0.216708E-02
   0.320953E-02   0.420772E-02   0.515272E-02   0.603919E-02   0.686621E-02
   0.763842E-02   0.836706E-02   0.907071E-02   0.000000E+00   0.943730E-03
   0.187137E-02   0.277324E-02   0.364248E-02   0.447418E-02   0.526541E-02
   0.601556E-02   0.672696E-02   0.740562E-02   0.806286E-02   0.000000E+00
   0.811250E-03   0.160144E-02   0.236959E-02   0.311479E-02   0.383612E-02
   0.453269E-02   0.520367E-02   0.584823E-02   0.646559E-02   0.705500E-02
   0.000000E+00   0.220729E-02   0.436023E-02   0.640581E-02   0.829365E-02
   0.997728E-02   0.114152E-01   0.125721E-01   0.134194E-01   0.139363E-01
   0.141100E-01   0.000000E+00   0.191252E-02   0.378098E-02   0.556270E-02
   0.721779E-02   0.871057E-02   0.100113E-01   0.110983E-01   0.119619E-01
   0.126125E-01   0.131021E-01   0.000000E+00   0.166181E-02   0.328847E-02
   0.484623E-02   0.630422E-02   0.763593E-02   0.882101E-02   0.984784E-02
   0.107174E-01   0.114498E-01   0.120943E-01   0.000000E+00   0.144627E-02
   0.286484E-02   0.422952E-02   0.551695E-02   0.670792E-02   0.778900E-02
   0.875466E-02   0.961012E-02   0.103750E-01   0.110864E-01   0.000000E+00
   0.125842E-02   0.249510E-02   0.369007E-02   0.482613E-02   0.588980E-02
   0.687242E-02   0.777168E-02   0.859343E-02   0.935351E-02   0.100786E-01
   0.000000E+00   0.109231E-02   0.216708E-02   0.320953E-02   0.420772E-02
   0.515272E-02   0.603919E-02   0.686621E-02   0.763842E-02   0.836706E-02
   0.907071E-02   0.000000E+00   0.943730E-03   0.187137E-02   0.277324E-02
   0.364248E-02   0.447418E-02   0.526541E-02   0.601556E-02   0.672696E-02
   0.740562E-02   0.806286E-02   0.000000E+00   0.811250E-03   0.160144E-02
   0.236959E-02   0.311479E-02   0.383612E-02   0.453269E-02   0.520367E-02
   0.584823E-02   0.646559E-02   0.705500E-02   0.000000E+00   0.220729E-02
   0.436023E-02   0.640581E-02   0.829365E-02   0.997728E-02   0.114152E-01
   0.125721E-01   0.134194E-01   0.139363E-01   0.141100E-01   0.000000E+00
   0.191252E-02   0.378098E-02   0.556270E-02   0.721779E-02   0.871057E-02
   0.100113E-01   0.110983E-01   0.119619E-01   0.126125E-01   0.131021E-01
   0.000000E+00   0.166181E-02   0.328847E-02   0.484623E-02   0.630422E-02
   0.763593E-02   0.882101E-02   0.984784E-02   0.107174E-01   0.114498E-01
   0.120943E-01   0.000000E+00   0.144627E-02   0.286484E-02   0.422952E-02
   0.551695E-02   0.670792E-02   0.778900E-02   0.875466E-02   0.961012E-02
   0.103750E-01   0.110864E-01   0.000000E+00   0.125842E-02   0.249510E-02
   0.369007E-02   0.482613E-02   0.588980E-02   0.687242E-02   0.777168E-02
   0.859343E-02   0.935351E-02   0.100786E-01   0.000000E+00   0.109231E-02
   0.216708E-02   0.320953E-02   0.420772E-02   0.515272E-02   0.603919E-02
   0.686621E-02   0.763842E-02   0.836706E-02   0.907071E-02   0.000000E+00
   0.943730E-03   0.187137E-02   0.277324E-02   0.364248E-02   0.447418E-02
   0.526541E-02   0.601556E-02   0.672696E-02   0.740562E-02   0.806286E-02
   0.000000E+00   0.811250E-03   0.160144E-02   0.236959E-02   0.311479E-02
   0.383612E-02   0.453269E-02   0.520367E-02   0.584823E-02   0.646559E-02
   0.705500E-02   0.000000E+00   0.220729E-02   0.436023E-02   0.640581E-02
   0.829365E-02   0.997728E-02   0.114152E-01   0.125721E-01   0.134194E-01
   0.139363E-01   0.141100E-01   0.000000E+00   0.191252E-02   0.378098E-02
   0.556270E-02   0.721779E-02   0.871057E-02   0.100113E-01   0.110983E-01
   0.119619E-01   0.126125E-01   0.131021E-01   0.000000E+00   0.166181E-02
   0.328847E-02   0.484623E-02   0.630422E-02   0.763593E-02   0.882101E-02
   0.984784E-02   0.107174E-01   0.114498E-01   0.120943E-01   0.000000E+00
   0.144627E-02   0.286484E-02   0.422952E-02   0.551695E-02   0.670792E-02
   0.778900E-02   0.875466E-02   0.961012E-02   0.103750E-01   0.110864E-01
   0.000000E+00   0.125842E-02   0.249510E-02   0.369007E-02   0.482613E-02
   0.588980E-02   0.687242E-02   0.777168E-02   0.859343E-02   0.935351E-02
   0.100786E-01   0.000000E+00   0.109231E-02   0.216708E-02   0.320953E-02
   0.420772E-02   0.515272E-02   0.603919E-02   0.686621E-02   0.763842E-02
   0.836706E-02   0.907071E-02   0.000000E+00   0.943730E-03   0.187137E-02
   0.277324E-02   0.364248E-02   0.447418E-02   0.526541E-02   0.601556E-02
   0.672696E-02   0.740562E-02   0.806286E-02   0.000000E+00   0.811250E-03
   0.160144E-02   0.236959E-02   0.311479E-02   0.383612E-02   0.453269E-02
   0.520367E-02   0.584823E-02   0.646559E-02   0.705500E-02
  -0.141100E-01  -0.139363E-01  -0.134194E-01  -0.125721E-01  -0.114152E-01
  -0.997728E-02  -0.829365E-02  -0.640581E-02  -0.436023E-02  -0.220729E-02
   0.000000E+00  -0.131021E-01  -0.126125E-01  -0.119619E-01  -0.110983E-01
  -0.100113E-01  -0.871057E-02  -0.721778E-02  -0.556270E-02  -0.378098E-02
  -0.191252E-02   0.000000E+00  -0.120943E-01  -0.114498E-01  -0.107174E-01
  -0.984784E-02  -0.882101E-02  -0.763593E-02  -0.630422E-02  -0.484623E-02
  -0.328846E-02  -0.166181E-02   0.000000E+00  -0.110864E-01  -0.103750E-01
  -0.961012E-02  -0.875466E-02  -0.778900E-02  -0.670792E-02  -0.551695E-02
  -0.422952E-02  -0.286484E-02  -0.144627E-02   0.000000E+00  -0.100786E-01
  -0.935351E-02  -0.859343E-02  -0.777168E-02  -0.687242E-02  -0.588980E-02
  -0.482613E-02  -0.369007E-02  -0.249510E-02  -0.125842E-02   0.000000E+00
  -0.907071E-02  -0.836706E-02  -0.763842E-02  -0.686621E-02  -0.603919E-02
  -0.515272E-02  -0.420772E-02  -0.320953E-02  -0.216708E-02  -0.109231E-02
   0.000000E+00  -0.806286E-02  -0.740562E-02  -0.672696E-02  -0.601556E-02
  -0.526541E-02  -0.447418E-02  -0.364248E-02  -0.277324E-02  -0.187137E-02
  -0.943730E-03   0.000000E+00  -0.705500E-02  -0.646559E-02  -0.584823E-02
  -0.520367E-02  -0.453269E-02  -0.383612E-02  -0.311479E-02  -0.236959E-02
  -0.160144E-02  -0.811250E-03   0.000000E+00  -0.141100E-01  -0.139363E-01
  -0.134194E-01  -0.125721E-01  -0.114152E-01  -0.997728E-02  -0.829365E-02
  -0.640581E-02  -0.436023E-02  -0.220729E-02   0.000000E+00  -0.131021E-01
  -0.126125E-01  -0.119619E-01  -0.110983E-01  -0.100113E-01  -0.871057E-02
  -0.721778E-02  -0.556270E-02  -0.378098E-02  -0.191252E-02   0.000000E+00
  -0.120943E-01  -0.114498E-01  -0.107174E-01  -0.984784E-02  -0.882101E-02
  -0.763593E-02  -0.630422E-02  -0.484623E-02  -0.328846E-02  -0.166181E-02
   0.000000E+00  -0.110864E-01  -0.103750E-01  -0.961012E-02  -0.875466E-02
  -0.778900E-02  -0.670792E-02  -0.551695E-02  -0.422952E-02  -0.286484E-02
  -0.144627E-02   0.000000E+00  -0.100786E-01  -0.935351E-02  -0.859343E-02
  -0.777168E-02  -0.687242E-02  -0.588980E-02  -0.482613E-02  -0.369007E-02
  -0.249510E-02  -0.125842E-02   0.000000E+00  -0.907071E-02  -0.836706E-02
  -0.763842E-02  -0.686621E-02  -0.603919E-02  -0.515272E-02  -0.420772E-02
  -0.320953E-02  -0.216708E-02  -0.109231E-02   0.000000E+00  -0.806286E-02
  -0.740562E-02  -0.672696E-02  -0.601556E-02  -0.526541E-02  -0.447418E-02
  -0.364248E-02  -0.277324E-02  -0.187137E-02  -0.943730E-03   0.000000E+00
  -0.705500E-02  -0.646559E-02  -0.584823E-02  -0.520367E-02  -0.453269E-02
  -0.383612E-02  -0.311479E-02  -0.236959E-02  -0.160144E-02  -0.811250E-03
   0.000000E+00  -0.141100E-01  -0.139363E-01  -0.134194E-01  -0.125721E-01
  -0.114152E-01  -0.997728E-02  -0.829365E-02  -0.640581E-02  -0.436023E-02
  -0.220729E-02   0.000000E+00  -0.131021E-01  -0.126125E-01  -0.119619E-01
  -0.110983E-01  -0.100113E-01  -0.871057E-02  -0.721778E-02  -0.556270E-02
  -0.378098E-02  -0.191252E-02   0.000000E+00  -0.120943E-01  -0.114498E-01
  -0.107174E-01  -0.984784E-02  -0.882101E-02  -0.763593E-02  -0.630422E-02
  -0.484623E-02  -0.328846E-02  -0.166181E-02   0.000000E+00  -0.110864E-01
  -0.103750E-01  -0.961012E-02  -0.875466E-02  -0.778900E-02  -0.670792E-02
  -0.551695E-02  -0.422952E-02  -0.286484E-02  -0.144627E-02   0.000000E+00
  -0.100786E-01  -0.935351E-02  -0.859343E-02  -0.777168E-02  -0.687242E-02
  -0.588980E-02  -0.482613E-02  -0.369007E-02  -0.249510E-02  -0.125842E-02
   0.000000E+00  -0.907071E-02  -0.836706E-02  -0.763842E-02  -0.686621E-02
  -0.603919E-02  -0.515272E-02  -0.420772E-02  -0.320953E-02  -0.216708E-02
  -0.109231E-02   0.000000E+00  -0.806286E-02  -0.740562E-02  -0.672696E-02
  -0.601556E-02  -0.526541E-02  -0.447418E-02  -0.364248E-02  -0.277324E-02
  -0.187137E-02  -0.943730E-03   0.000000E+00  -0.705500E-02  -0.646559E-02
  -0.584823E-02  -0.520367E-02  -0.453269E-02  -0.383612E-02  -0.311479E-02
  -0.236959E-02  -0.160144E-02  -0.811250E-03   0.000000E+00  -0.141100E-01
  -0.139363E-01  -0.134194E-01  -0.125721E-01  -0.114152E-01  -0.997728E-02
  -0.829365E-02  -0.640581E-02  -0.436023E-02  -0.220729E-02   0.000000E+00
  -0.131021E-01  -0.126125E-01  -0.119619E-01  -0.110983E-01  -0.100113E-01
  -0.871057E-02  -0.721778E-02  -0.556270E-02  -0.378098E-02  -0.191252E-02
   0.000000E+00  -0.120943E-01  -0.114498E-01  -0.107174E-01  -0.984784E-02
  -0.882101E-02  -0.763593E-02  -0.630422E-02  -0.484623E-02  -0.328846E-02
  -0.166181E-02   0.000000E+00  -0.110864E-01  -0.103750E-01  -0.961012E-02
  -0.875466E-02  -0.778900E-02  -0.670792E-02  -0.551695E-02  -0.422952E-02
  -0.286484E-02  -0.144627E-02   0.000000E+00  -0.100786E-01  -0.935351E-02
  -0.859343E-02  -0.777168E-02  -0.687242E-02  -0.588980E-02  -0.482613E-02
  -0.369007E-02  -0.249510E-02  -0.125842E-02   0.000000E+00  -0.907071E-02
  -0.836706E-02  -0.763842E-02  -0.686621E-02  -0.603919E-02  -0.515272E-02
  -0.420772E-02  -0.320953E-02  -0.216708E-02  -0.109231E-02   0.000000E+00
  -0.806286E-02  -0.740562E-02  -0.672696E-02  -0.601556E-02  -0.526541E-02
  -0.447418E-02  -0.364248E-02  -0.277324E-02  -0.187137E-02  -0.943730E-03
   0.000000E+00  -0.705500E-02  -0.646559E-02  -0.584823E-02  -0.520367E-02
  -0.453269E-02  -0.383612E-02  -0.311479E-02  -0.236959E-02  -0.160144E-02
  -0.811250E-03   0.000000E+00  -0.141100E-01  -0.139363E-01  -0.134194E-01
  -0.125721E-01  -0.114152E-01  -0.997728E-02  -0.829365E-02  -0.640581E-02
  -0.436023E-02  -0.220729E-02   0.000000E+00  -0.131021E-01  -0.126125E-01
  -0.119619E-01  -0.110983E-01  -0.100113E-01  -0.871057E-02  -0.721778E-02
  -0.556270E-02  -0.378098E-02  -0.191252E-02   0.000000E+00  -0.120943E-01
  -0.114498E-01  -0.107174E-01  -0.984784E-02  -0.882101E-02  -0.763593E-02
  -0.630422E-02  -0.484623E-02  -0.328846E-02  -0.166181E-02   0.000000E+00
  -0.110864E-01  -0.103750E-01  -0.961012E-02  -0.875466E-02  -0.778900E-02
  -0.670792E-02  -0.551695E-02  -0.422952E-02  -0.286484E-02  -0.144627E-02
   0.000000E+00  -0.100786E-01  -0.935351E-02  -0.859343E-02  -0.777168E-02
  -0.687242E-02  -0.588980E-02  -0.482613E-02  -0.369007E-02  -0.249510E-02
  -0.125842E-02   0.000000E+00  -0.907071E-02  -0.836706E-02  -0.763842E-02
  -0.686621E-02  -0.603919E-02  -0.515272E-02  -0.420772E-02  -0.320953E-02
  -0.216708E-02  -0.109231E-02   0.000000E+00  -0.806286E-02  -0.740562E-02
  -0.672696E-02  -0.601556E-02  -0.526541E-02  -0.447418E-02  -0.364248E-02
  -0.277324E-02  -0.187137E-02  -0.943730E-03   0.000000E+00  -0.705500E-02
  -0.646559E-02  -0.584823E-02  -0.520367E-02  -0.453269E-02  -0.383612E-02
  -0.311479E-02  -0.236959E-02  -0.160144E-02  -0.811250E-03   0.000000E+00
  -0.141100E-01  -0.139363E-01  -0.134194E-01  -0.125721E-01  -0.114152E-01
  -0.997728E-02  -0.829365E-02  -0.640581E-02  -0.436023E-02  -0.220729E-02
   0.000000E+00  -0.131021E-01  -0.126125E-01  -0.119619E-01  -0.110983E-01
  -0.100113E-01  -0.871057E-02  -0.721778E-02  -0.556270E-02  -0.378098E-02
  -0.191252E-02   0.000000E+00  -0.120943E-01  -0.114498E-01  -0.107174E-01
  -0.984784E-02  -0.882101E-02  -0.763593E-02  -0.630422E-02  -0.484623E-02
  -0.328846E-02  -0.166181E-02   0.000000E+00  -0.110864E-01  -0.103750E-01
  -0.961012E-02  -0.875466E-02  -0.778900E-02  -0.670792E-02  -0.551695E-02
  -0.422952E-02  -0.286484E-02  -0.144627E-02   0.000000E+00  -0.100786E-01
  -0.935351E-02  -0.859343E-02  -0.777168E-02  -0.687242E-02  -0.588980E-02
  -0.482613E-02  -0.369007E-02  -0.249510E-02  -0.125842E-02   0.000000E+00
  -0.907071E-02  -0.836706E-02  -0.763842E-02  -0.686621E-02  -0.603919E-02
  -0.515272E-02  -0.420772E-02  -0.320953E-02  -0.216708E-02  -0.109231E-02
   0.000000E+00  -0.806286E-02  -0.740562E-02  -0.672696E-02  -0.601556E-02
  -0.526541E-02  -0.447418E-02  -0.364248E-02  -0.277324E-02  -0.187137E-02
  -0.943730E-03   0.000000E+00  -0.705500E-02  -0.646559E-02  -0.584823E-02
  -0.520367E-02  -0.453269E-02  -0.383612E-02  -0.311479E-02  -0.236959E-02
  -0.160144E-02  -0.811250E-03   0.000000E+00  -0.141100E-01  -0.139363E-01
  -0.134194E-01  -0.125721E-01  -0.114152E-01  -0.997728E-02  -0.829365E-02
  -0.640581E-02  -0.436023E-02  -0.220729E-02   0.000000E+00  -0.131021E-01
  -0.126125E-01  -0.119619E-01  -0.110983E-01  -0.100113E-01  -0.871057E-02
  -0.721778E-02  -0.556270E-02  -0.378098E-02  -0.191252E-02   0.000000E+00
  -0.120943E-01  -0.114498E-01  -0.107174E-01  -0.984784E-02  -0.882101E-02
  -0.763593E-02  -0.630422E-02  -0.484623E-02  -0.328846E-02  -0.166181E-02
   0.000000E+00  -0.110864E-01  -0.103750E-01  -0.961012E-02  -0.875466E-02
  -0.778900E-02  -0.670792E-02  -0.551695E-02  -0.422952E-02  -0.286484E-02
  -0.144627E-02   0.000000E+00  -0.100786E-01  -0.935351E-02  -0.859343E-02
  -0.777168E-02  -0.687242E-02  -0.588980E-02  -0.482613E-02  -0.369007E-02
  -0.249510E-02  -0.125842E-02   0.000000E+00  -0.907071E-02  -0.836706E-02
  -0.763842E-02  -0.686621E-02  -0.603919E-02  -0.515272E-02  -0.420772E-02
  -0.320953E-02  -0.216708E-02  -0.109231E-02   0.000000E+00  -0.806286E-02
  -0.740562E-02  -0.672696E-02  -0.601556E-02  -0.526541E-02  -0.447418E-02
  -0.364248E-02  -0.277324E-02  -0.187137E-02  -0.943730E-03   0.000000E+00
  -0.705500E-02  -0.646559E-02  -0.584823E-02  -0.520367E-02  -0.453269E-02
  -0.383612E-02  -0.311479E-02  -0.236959E-02  -0.160144E-02  -0.811250E-03
   0.000000E+00  -0.141100E-01  -0.139363E-01  -0.134194E-01  -0.125721E-01
  -0.114152E-01  -0.997728E-02  -0.829365E-02  -0.640581E-02  -0.436023E-02
  -0.220729E-02   0.000000E+00  -0.131021E-01  -0.126125E-01  -0.119619E-01
  -0.110983E-01  -0.100113E-01  -0.871057E-02  -0.721778E-02  -0.556270E-02
  -0.378098E-02  -0.191252E-02   0.000000E+00  -0.120943E-01  -0.114498E-01
  -0.107174E-01  -0.984784E-02  -0.882101E-02  -0.763593E-02  -0.630422E-02
  -0.484623E-02  -0.328846E-02  -0.166181E-02   0.000000E+00  -0.110864E-01
  -0.103750E-01  -0.961012E-02  -0.875466E-02  -0.778900E-02  -0.670792E-02
  -0.551695E-02  -0.422952E-02  -0.286484E-02  -0.144627E-02   0.000000E+00
  -0.100786E-01  -0.935351E-02  -0.859343E-02  -0.777168E-02  -0.687242E-02
  -0.588980E-02  -0.482613E-02  -0.369007E-02  -0.249510E-02  -0.125842E-02
   0.000000E+00  -0.907071E-02  -0.836706E-02  -0.763842E-02  -0.686621E-02
  -0.603919E-02  -0.515272E-02  -0.420772E-02  -0.320953E-02  -0.216708E-02
  -0.109231E-02   0.000000E+00  -0.806286E-02  -0.740562E-02  -0.672696E-02
